PIDM,TERM_CODE,STUDENT_LEVEL,DEGREE_CODE_1,DEGREE_DESC_1,COLLEGE_CODE_1,COLLEGE_DESC_1,DEPT_CODE_1,DEPT_DESC_1,MAJOR_CODE_1,MAJOR_DESC_1,DEGREE_CODE_2,DEGREE_DESC_2,DEPT_CODE_2,DEPT_DESC_2,COLLEGE_CODE_2,COLLEGE_DESC_2,MAJOR_CODE_2,MAJOR_DESC_2
1008327,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,CERT,Certificate Program,MGT,Management,BU,College of Business,PCEP,PCert-Entrepreneurship
1008521,202230,GR,MAT,Master of Teaching,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",TEDM,Teacher Education - MAT,GCERT,Graduate Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CASS,Certificate-Autsm&SgnftSupNeed
1009326,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,HEP,Health Professions,IHC,Integrative Health Care,CERT,Certificate Program,HSC,Human Services and Counseling,HS,College of Health and Applied Science,PCNP,PCert-Nonprofit Studies
1011788,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1012242,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1012587,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1014286,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1015935,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,MET,Mechanical Engineering Tech
1017920,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
1018566,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BA,Bachelor of Arts,PHI,Philosophy,LA,College Letters Arts Sciences,PHI,Philosophy
1018640,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1019011,202230,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1019210,202230,UG,UNDD,Undeclared Degree,LA,College Letters Arts Sciences,UND,Undeclared,UND,Undeclared,CERT,Certificate Program,HSC,Human Services and Counseling,HS,College of Health and Applied Science,CNPS,Certificate-Nonprofit Studies
1020557,202230,GR,MAT,Master of Teaching,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",TEDM,Teacher Education - MAT,GCERT,Graduate Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CASS,Certificate-Autsm&SgnftSupNeed
1020827,202230,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,TTM,Travel and Tourism Management,BA,Bachelor of Arts,ENG,English,LA,College Letters Arts Sciences,ENG,English
1020869,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CS,Computer Sciences,CS,Computer Science,BS,Bachelor of Science,CS,Computer Sciences,HS,College of Health and Applied Science,CS,Computer Science
1021407,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,IDPP,Collg of Professional Std IDP,PS,College of Health and Applied Science,IDP,Individualized Degree Program
1021808,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BA,Bachelor of Arts,SOAN,Sociology and Anthropology,LA,College Letters Arts Sciences,SOC,Sociology
1022185,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,0,Non-Degree Seeking,0,Non-degree,0,No College Designated,0,Non-Degree Seeking
1022699,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,CHS,Chicana/o Studies,CHS,Chicano Studies,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1023483,202230,GR,MS,Master of Science,HS,College of Health and Applied Science,NUT,Nutrition,NUTM,Human Nutrition & Dietetics-MS,BS,Bachelor of Science,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1023755,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWKO,Social Work
1024291,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GEG,Geography,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1024597,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1025173,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1026772,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1027131,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1029927,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1035882,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,LA,College Letters Arts Sciences,SWK,Social Work
1036049,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1036845,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CUAC,Certificate-Unmann Aircraft Sy
1039438,202230,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,MGT,Management,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1039657,202230,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1040276,202230,GR,MS,Master of Science,HS,College of Health and Applied Science,HSC,Human Services and Counseling,BHAM,Clinical Behavioral Health,BS,Bachelor of Science,IDPP,Collg of Professional Std IDP,PS,College of Health and Applied Science,IDP,Individualized Degree Program
1040567,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,HDV,Human Development,BS,Bachelor of Science,HEP,Health Professions,HS,College of Health and Applied Science,IHC,Integrative Health Care
1041510,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CS,Computer Sciences,CS,Computer Science,BA,Bachelor of Arts,THAD,Theatre and Dance,LA,College Letters Arts Sciences,THE,Theatre
1041885,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,AFS,Africana Studies,AFS,Africana Studies,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,HDFS,Human Dev. and Family Studies
1043217,202230,GR,MHA,Master of Health Admin,HS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCPS,Health Care Professional Srvcs
1043302,202230,GR,MHA,Master of Health Admin,HS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCM,Health Care Management
1043792,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWKO,Social Work
1044426,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1045050,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,IDPA,Collg of Hlth & Applied Sc IDP,IDP,Individualized Degree Program,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1045233,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,LA,College Letters Arts Sciences,SWK,Social Work
1046369,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1047688,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,IDPL,College of LAS - IDP,IDP,Individualized Degree Program,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1048493,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,NUT,Nutrition,HND,Human Nutrition - Dietetics,BA,Bachelor of Arts,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1048938,202230,GR,MBA,Master of Business Admin,BU,College of Business,BUS,College of Business,BUSM,Business Administration,BS,Bachelor of Science,MGT,Management,BU,College of Business,MGT,Management
1049108,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1049562,202230,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1049741,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSYC,Psychology
1049791,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1050256,202230,GR,MAT,Master of Teaching,ED,School of Education,TED1,Elementary Education &Literacy,TEDM,Teacher Education - MAT,BA,Bachelor of Arts,JMP,Journalism & Media Production,PS,College of Health and Applied Science,BJRN,Broadcast Journalism
1051132,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CLDB,Certificate-BilingEdSpecScEduc
1051133,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1051307,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1051885,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,BA,Bachelor of Arts,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1052093,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1052251,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1052312,202230,UG,BME,Bachelor of Music Education,LA,College Letters Arts Sciences,MUS,Music,MED,Music Education,BM,Bachelor of Music,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1052561,202230,UG,BA,Bachelor of Arts,HS,College of Health and Applied Science,HEP,Health Professions,RECR,Recreation Professions,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,CORA,Certificate-OutdoorRec&AdvTrsm
1053333,202230,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1054086,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,HSC,Human Services and Counseling,PS,College of Health and Applied Science,HSP,Human Services
1054184,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1054779,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
1055233,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1055358,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1055393,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,NUT,Nutrition,HND,Human Nutrition - Dietetics,MS,Master of Science,NUT,Nutrition,HS,College of Health and Applied Science,NUDM,Nutrition and Dietetics - MS
1055797,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,THAD,Theatre and Dance,THE,Theatre,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1056216,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GSS,Geospatial Sciences,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1056234,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1057121,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CUAC,Certificate-Unmann Aircraft Sy
1058718,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059556,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059852,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059895,202230,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1060788,202230,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1061064,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWK,Social Work
1062097,202230,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWKO,Social Work
1062417,202230,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,CHEM,Chemistry and Biochemistry,BCHM,Biochemistry,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1063044,202230,UG,BS,Bachelor of Science,BU,College of Business,CIS,ComputerInfoSystm&BusAnalytics,CIN,Computer Information Systems,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1063784,202230,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,SOAN,Sociology and Anthropology,SOC,Sociology,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,CSCT,Certificate-SociologyofTourism
